Location,Other Location Details,Full Location Details,Size,Bedrooms,Bathrooms,Property Type,Purchase Type,Price,Site
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,4,4,House,Rent,"KSh 260,000",propertypro
Kileleshwa Nairobi,Kileleshwa Nairobi,"Kileleshwa Nairobi,Kileleshwa Nairobi",None,3,3,Apartment,Rent,"KSh 140,000",propertypro
Parklands Highridge Nairobi,Parklands Highridge Nairobi,"Parklands Highridge Nairobi,Parklands Highridge Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
South B Nairobi,South B Nairobi,"South B Nairobi,South B Nairobi",None,1,1,Apartment,Rent,"KSh 16,000",propertypro
Nairobi South Nairobi,Nairobi South Nairobi,"Nairobi South Nairobi,Nairobi South Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
South B Nairobi,South B Nairobi,"South B Nairobi,South B Nairobi",None,1,1,Apartment,Rent,"KSh 8,500",propertypro
Kangemi Nairobi,Kangemi Nairobi,"Kangemi Nairobi,Kangemi Nairobi",None,1,1,Apartment,Rent,"KSh 11,000",propertypro
Kangemi Nairobi,Kangemi Nairobi,"Kangemi Nairobi,Kangemi Nairobi",None,1,1,Apartment,Rent,"KSh 6,500",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,1,1,Apartment,Rent,"KSh 13,000",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,1,1,Apartment,Rent,"KSh 7,500",propertypro
Parkland Nairobi,Parkland Nairobi,"Parkland Nairobi,Parkland Nairobi",None,2,2,House,Rent,"KSh 22,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,5,5,House,Rent,"KSh 300,000",propertypro
Fedha Estate gate B Fedha Nairobi,Fedha Estate gate B Fedha Nairobi,"Fedha Estate gate B Fedha Nairobi,Fedha Estate gate B Fedha Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,4,4,House,Rent,"KSh 250,000",propertypro
Near naivas supermarket Donholm Nairobi,Near naivas supermarket Donholm Nairobi,"Near naivas supermarket Donholm Nairobi,Near naivas supermarket Donholm Nairobi",None,3,2,House,Rent,"KSh 22,000",propertypro
"Ngumo Estate Golf course, Ngumo Estate Langata Nairobi","Ngumo Estate Golf course, Ngumo Estate Langata Nairobi","Ngumo Estate Golf course, Ngumo Estate Langata Nairobi,Ngumo Estate Golf course, Ngumo Estate Langata Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
"Lumumba drive, Roysambu Nairobi","Lumumba drive, Roysambu Nairobi","Lumumba drive, Roysambu Nairobi,Lumumba drive, Roysambu Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"School lane, Westlands Area Westlands Nairobi","School lane, Westlands Area Westlands Nairobi","School lane, Westlands Area Westlands Nairobi,School lane, Westlands Area Westlands Nairobi",None,None,1,Apartment,Rent,"KSh 7,500",propertypro
"behind Naivas Mountain Mall, Ruaraka Ruaraka Nairobi","behind Naivas Mountain Mall, Ruaraka Ruaraka Nairobi","behind Naivas Mountain Mall, Ruaraka Ruaraka Nairobi,behind Naivas Mountain Mall, Ruaraka Ruaraka Nairobi",None,2,2,House,Rent,"KSh 24,000",propertypro
"Marurui Thome, Marurui Roysambu Nairobi","Marurui Thome, Marurui Roysambu Nairobi","Marurui Thome, Marurui Roysambu Nairobi,Marurui Thome, Marurui Roysambu Nairobi",None,2,2,House,Rent,"KSh 17,000",propertypro
South B Nairobi,South B Nairobi,"South B Nairobi,South B Nairobi",None,1,1,Apartment,Rent,"KSh 7,500",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,Apartment,Rent,"KSh 6,500",propertypro
Chai road Pangani Nairobi,Chai road Pangani Nairobi,"Chai road Pangani Nairobi,Chai road Pangani Nairobi",None,None,1,Apartment,Rent,"KSh 6,500",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Fig tree Ngara Nairobi,Fig tree Ngara Nairobi,"Fig tree Ngara Nairobi,Fig tree Ngara Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,2,2,Apartment,Rent,"KSh 40,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,3,Apartment,Rent,"KSh 150,000",propertypro
"Lower Kabete Road, Kitisuru Nairobi","Lower Kabete Road, Kitisuru Nairobi","Lower Kabete Road, Kitisuru Nairobi,Lower Kabete Road, Kitisuru Nairobi",None,2,2,Apartment,Rent,"KSh 40,000",propertypro
Kahawa Sukari Nairobi,Kahawa Sukari Nairobi,"Kahawa Sukari Nairobi,Kahawa Sukari Nairobi",None,2,3,House,Rent,"KSh 37,000",propertypro
Ruai Nairobi,Ruai Nairobi,"Ruai Nairobi,Ruai Nairobi",None,2,1,House,Rent,"KSh 15,000",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,2,1,House,Rent,"KSh 15,000",propertypro
"Westlands Center, Waiyaki Way Westlands Nairobi","Westlands Center, Waiyaki Way Westlands Nairobi","Westlands Center, Waiyaki Way Westlands Nairobi,Westlands Center, Waiyaki Way Westlands Nairobi",None,0,1,Apartment,Rent,"KSh 7,000",propertypro
Highridge Nairobi,Highridge Nairobi,"Highridge Nairobi,Highridge Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Pangani Nairobi,Pangani Nairobi,"Pangani Nairobi,Pangani Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
Roysambu Nairobi,Roysambu Nairobi,"Roysambu Nairobi,Roysambu Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
Roysambu Nairobi,Roysambu Nairobi,"Roysambu Nairobi,Roysambu Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Mihango Nairobi,Mihango Nairobi,"Mihango Nairobi,Mihango Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
South B Nairobi,South B Nairobi,"South B Nairobi,South B Nairobi",None,1,1,House,Rent,"KSh 5,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,0,1,Apartment,Rent,"KSh 6,000",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,2,2,House,Rent,"KSh 15,000",propertypro
Utawala Estate Utawala Nairobi,Utawala Estate Utawala Nairobi,"Utawala Estate Utawala Nairobi,Utawala Estate Utawala Nairobi",None,1,1,House,Rent,"KSh 8,000",propertypro
Roysambu Nairobi,Roysambu Nairobi,"Roysambu Nairobi,Roysambu Nairobi",None,0,1,Apartment,Rent,"KSh 6,000",propertypro
"Zimmerman area, Zimmerman Nairobi","Zimmerman area, Zimmerman Nairobi","Zimmerman area, Zimmerman Nairobi,Zimmerman area, Zimmerman Nairobi",None,3,1,House,Rent,"KSh 20,000",propertypro
"Buruburu estate phase 3, Buruburu Nairobi","Buruburu estate phase 3, Buruburu Nairobi","Buruburu estate phase 3, Buruburu Nairobi,Buruburu estate phase 3, Buruburu Nairobi",None,2,1,House,Rent,"KSh 16,000",propertypro
Komarock Nairobi,Komarock Nairobi,"Komarock Nairobi,Komarock Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Riverside Nairobi,Riverside Nairobi,"Riverside Nairobi,Riverside Nairobi",None,5,5,House,Rent,"KSh 260,000",propertypro
Kitisuru Nairobi,Kitisuru Nairobi,"Kitisuru Nairobi,Kitisuru Nairobi",None,1,1,House,Rent,"KSh 80,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,5,5,House,Rent,"KSh 250,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,5,5,House,Rent,"KSh 490,000",propertypro
Kiambu Road Nairobi,Kiambu Road Nairobi,"Kiambu Road Nairobi,Kiambu Road Nairobi",None,5,5,House,Rent,"KSh 600,000",propertypro
Ngong Rd Nairobi,Ngong Rd Nairobi,"Ngong Rd Nairobi,Ngong Rd Nairobi",None,1,1,Apartment,Rent,"KSh 20,000",propertypro
Loresho Nairobi,Loresho Nairobi,"Loresho Nairobi,Loresho Nairobi",None,1,1,House,Rent,"KSh 160,000",propertypro
Muthaiga Nairobi,Muthaiga Nairobi,"Muthaiga Nairobi,Muthaiga Nairobi",None,2,2,House,Rent,"KSh 100,000",propertypro
"Mugumoini langata, Mugumo Ini (langata) Nairobi","Mugumoini langata, Mugumo Ini (langata) Nairobi","Mugumoini langata, Mugumo Ini (langata) Nairobi,Mugumoini langata, Mugumo Ini (langata) Nairobi",None,1,1,Apartment,Rent,"KSh 15,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,Apartment,Rent,"KSh 12,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,3,Apartment,Rent,"KSh 250,000",propertypro
Gigiri Nairobi,Gigiri Nairobi,"Gigiri Nairobi,Gigiri Nairobi",None,3,3,House,Rent,"KSh 30,000",propertypro
Gigiri Nairobi,Gigiri Nairobi,"Gigiri Nairobi,Gigiri Nairobi",None,3,3,House,Rent,"KSh 30,000",propertypro
Brookside Westlands Nairobi,Brookside Westlands Nairobi,"Brookside Westlands Nairobi,Brookside Westlands Nairobi",None,2,2,Apartment,Rent,"KSh 120,000",propertypro
"Madaraka Estate, Madaraka Langata Nairobi","Madaraka Estate, Madaraka Langata Nairobi","Madaraka Estate, Madaraka Langata Nairobi,Madaraka Estate, Madaraka Langata Nairobi",None,2,1,House,Rent,"KSh 16,000",propertypro
Kahawa Wendani Nairobi,Kahawa Wendani Nairobi,"Kahawa Wendani Nairobi,Kahawa Wendani Nairobi",None,2,1,House,Rent,"KSh 15,000",propertypro
"gatundu road, Kileleshwa Nairobi","gatundu road, Kileleshwa Nairobi","gatundu road, Kileleshwa Nairobi,gatundu road, Kileleshwa Nairobi",None,4,4,Apartment,Rent,"KSh 160,000",propertypro
Gigiri Nairobi,Gigiri Nairobi,"Gigiri Nairobi,Gigiri Nairobi",None,5,5,Apartment,Rent,"KSh 350,000",propertypro
"Near getrude, Nairobi West Nairobi","Near getrude, Nairobi West Nairobi","Near getrude, Nairobi West Nairobi,Near getrude, Nairobi West Nairobi",None,2,2,House,Rent,"KSh 20,000",propertypro
"School lane, Westlands Area Westlands Nairobi","School lane, Westlands Area Westlands Nairobi","School lane, Westlands Area Westlands Nairobi,School lane, Westlands Area Westlands Nairobi",None,2,2,Apartment,Rent,"KSh 95,000",propertypro
"School lane, Westlands Area Westlands Nairobi","School lane, Westlands Area Westlands Nairobi","School lane, Westlands Area Westlands Nairobi,School lane, Westlands Area Westlands Nairobi",None,1,1,Apartment,Rent,"KSh 75,000",propertypro
Kangemi Nairobi,Kangemi Nairobi,"Kangemi Nairobi,Kangemi Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,2,2,Apartment,Rent,"KSh 12,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,5,5,House,Rent,"KSh 250,000",propertypro
Kangemi Nairobi,Kangemi Nairobi,"Kangemi Nairobi,Kangemi Nairobi",None,1,1,Apartment,Rent,"KSh 10,000",propertypro
Fedha Nairobi,Fedha Nairobi,"Fedha Nairobi,Fedha Nairobi",None,1,1,Apartment,Rent,"KSh 10,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,Apartment,Rent,"KSh 130,000",propertypro
Fedha Nairobi,Fedha Nairobi,"Fedha Nairobi,Fedha Nairobi",None,1,1,Apartment,Rent,"KSh 10,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,Apartment,Rent,"KSh 100,000",propertypro
Kawangware Dagoretti North Nairobi,Kawangware Dagoretti North Nairobi,"Kawangware Dagoretti North Nairobi,Kawangware Dagoretti North Nairobi",None,1,1,Apartment,Rent,"KSh 9,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,Apartment,Rent,"KSh 90,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,Apartment,Rent,"KSh 9,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Rent,"KSh 80,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Rent,"KSh 55,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
"Kasuku center, Kileleshwa Nairobi","Kasuku center, Kileleshwa Nairobi","Kasuku center, Kileleshwa Nairobi,Kasuku center, Kileleshwa Nairobi",None,1,1,House,Rent,"KSh 18,000",propertypro
Dam estate Langata Nairobi,Dam estate Langata Nairobi,"Dam estate Langata Nairobi,Dam estate Langata Nairobi",None,2,2,House,Rent,"KSh 17,000",propertypro
ngong road Kilimani Nairobi,ngong road Kilimani Nairobi,"ngong road Kilimani Nairobi,ngong road Kilimani Nairobi",None,3,3,Apartment,Rent,"KSh 65,000",propertypro
"Dam estate, Langata Area Langata Nairobi","Dam estate, Langata Area Langata Nairobi","Dam estate, Langata Area Langata Nairobi,Dam estate, Langata Area Langata Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Peponi Nairobi,Peponi Nairobi,"Peponi Nairobi,Peponi Nairobi",None,2,2,Apartment,Rent,"KSh 250,000",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Parklands Nairobi,Parklands Nairobi,"Parklands Nairobi,Parklands Nairobi",None,1,1,House,Rent,"KSh 15,500",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,Apartment,Rent,"KSh 6,500",propertypro
Madaraka Nairobi,Madaraka Nairobi,"Madaraka Nairobi,Madaraka Nairobi",None,2,2,House,Rent,"KSh 22,000",propertypro
Thika Road Thika Road Nairobi,Thika Road Thika Road Nairobi,"Thika Road Thika Road Nairobi,Thika Road Thika Road Nairobi",None,1,1,House,Rent,"KSh 8,500",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Ridgeways Ridgeways Nairobi,Ridgeways Ridgeways Nairobi,"Ridgeways Ridgeways Nairobi,Ridgeways Ridgeways Nairobi",None,2,2,House,Rent,"KSh 30,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,2,2,House,Rent,"KSh 25,000",propertypro
Fedha Nairobi,Fedha Nairobi,"Fedha Nairobi,Fedha Nairobi",None,2,2,House,Rent,"KSh 22,000",propertypro
Ngumba Estate Kasarani Nairobi,Ngumba Estate Kasarani Nairobi,"Ngumba Estate Kasarani Nairobi,Ngumba Estate Kasarani Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,4,4,House,Rent,"KSh 220,220",propertypro
Jamhuri Nairobi,Jamhuri Nairobi,"Jamhuri Nairobi,Jamhuri Nairobi",None,2,2,House,Rent,"KSh 22,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,None,1,Apartment,Rent,"KSh 50,000",propertypro
Eastleigh South Nairobi,Eastleigh South Nairobi,"Eastleigh South Nairobi,Eastleigh South Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Ngong Rd Nairobi,Ngong Rd Nairobi,"Ngong Rd Nairobi,Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Parklands Nairobi,Parklands Nairobi,"Parklands Nairobi,Parklands Nairobi",None,None,None,Other,Rent,"KSh 651,000",propertypro
Jamhuri Nairobi,Jamhuri Nairobi,"Jamhuri Nairobi,Jamhuri Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Nairobi West Nairobi,Nairobi West Nairobi,"Nairobi West Nairobi,Nairobi West Nairobi",None,2,2,House,Rent,"KSh 22,000",propertypro
Ruaka Nairobi,Ruaka Nairobi,"Ruaka Nairobi,Ruaka Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,3,3,Apartment,Rent,"KSh 95,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
yaya Road Kilimani Nairobi,yaya Road Kilimani Nairobi,"yaya Road Kilimani Nairobi,yaya Road Kilimani Nairobi",None,2,1,Apartment,Rent,"KSh 50,000",propertypro
South C Moguya court South C Nairobi,South C Moguya court South C Nairobi,"South C Moguya court South C Nairobi,South C Moguya court South C Nairobi",None,1,1,House,Rent,"KSh 8,000",propertypro
Kahawa West Nairobi,Kahawa West Nairobi,"Kahawa West Nairobi,Kahawa West Nairobi",None,1,1,House,Rent,"KSh 8,500",propertypro
Mirema Nairobi,Mirema Nairobi,"Mirema Nairobi,Mirema Nairobi",None,1,1,House,Rent,"KSh 8,500",propertypro
Fedlha estate Embakasi Fedha Nairobi,Fedlha estate Embakasi Fedha Nairobi,"Fedlha estate Embakasi Fedha Nairobi,Fedlha estate Embakasi Fedha Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"kahawa sukari estate, Kahawa Sukari Nairobi","kahawa sukari estate, Kahawa Sukari Nairobi","kahawa sukari estate, Kahawa Sukari Nairobi,kahawa sukari estate, Kahawa Sukari Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
"satelite, Riruta Satellite Nairobi","satelite, Riruta Satellite Nairobi","satelite, Riruta Satellite Nairobi,satelite, Riruta Satellite Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,2,2,House,Rent,"KSh 16,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Woodley Kenyatta Golf Course Nairobi,Woodley Kenyatta Golf Course Nairobi,"Woodley Kenyatta Golf Course Nairobi,Woodley Kenyatta Golf Course Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
"Mountain View Estate, Mountain View Nairobi","Mountain View Estate, Mountain View Nairobi","Mountain View Estate, Mountain View Nairobi,Mountain View Estate, Mountain View Nairobi",None,1,1,Apartment,Rent,"KSh 7,000",propertypro
"Madaraka estate, Makadara Nairobi","Madaraka estate, Makadara Nairobi","Madaraka estate, Makadara Nairobi,Madaraka estate, Makadara Nairobi",None,2,2,House,Rent,"KSh 22,000",propertypro
"kodi road, Nairobi West Nairobi","kodi road, Nairobi West Nairobi","kodi road, Nairobi West Nairobi,kodi road, Nairobi West Nairobi",None,1,1,House,Rent,"KSh 13,000",propertypro
"katani road, Syokimau Nairobi","katani road, Syokimau Nairobi","katani road, Syokimau Nairobi,katani road, Syokimau Nairobi",None,3,3,House,Rent,"KSh 23,000",propertypro
"bypass kamakis, Nairobi Cbd Nairobi","bypass kamakis, Nairobi Cbd Nairobi","bypass kamakis, Nairobi Cbd Nairobi,bypass kamakis, Nairobi Cbd Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
"Donholm estate, Donholm Nairobi","Donholm estate, Donholm Nairobi","Donholm estate, Donholm Nairobi,Donholm estate, Donholm Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Kitisuru Nairobi,Kitisuru Nairobi,"Kitisuru Nairobi,Kitisuru Nairobi",None,2,2,House,Rent,"KSh 17,000",propertypro
ICIPE Mwiki Kasarani Nairobi,ICIPE Mwiki Kasarani Nairobi,"ICIPE Mwiki Kasarani Nairobi,ICIPE Mwiki Kasarani Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Kahawa West Nairobi,Kahawa West Nairobi,"Kahawa West Nairobi,Kahawa West Nairobi",None,3,2,House,Rent,"KSh 25,000",propertypro
"Balozi estate, South B Nairobi","Balozi estate, South B Nairobi","Balozi estate, South B Nairobi,Balozi estate, South B Nairobi",None,2,2,House,Rent,"KSh 25,000",propertypro
Westlands Area Westlands Nairobi,Westlands Area Westlands Nairobi,"Westlands Area Westlands Nairobi,Westlands Area Westlands Nairobi",None,1,1,Apartment,Rent,"KSh 175,000",propertypro
"close to Ruai Family Hospital, Ruai Kasarani Nairobi","close to Ruai Family Hospital, Ruai Kasarani Nairobi","close to Ruai Family Hospital, Ruai Kasarani Nairobi,close to Ruai Family Hospital, Ruai Kasarani Nairobi",None,2,2,House,Rent,"KSh 14,000",propertypro
Karen Nairobi,Karen Nairobi,"Karen Nairobi,Karen Nairobi",None,5,5,House,Rent,"KSh 750,000",propertypro
"Kasarani Icipe, Kasarani Area Kasarani Nairobi","Kasarani Icipe, Kasarani Area Kasarani Nairobi","Kasarani Icipe, Kasarani Area Kasarani Nairobi,Kasarani Icipe, Kasarani Area Kasarani Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Kileleshwa Nairobi,Kileleshwa Nairobi,"Kileleshwa Nairobi,Kileleshwa Nairobi",None,0,1,Apartment,Rent,"KSh 95,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,3,3,Apartment,Rent,"KSh 250,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,5,5,House,Rent,"KSh 250,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,5,5,House,Rent,"KSh 300,000",propertypro
"KENYATTA MARKET, Woodley Kenyatta Golf Course Nairobi","KENYATTA MARKET, Woodley Kenyatta Golf Course Nairobi","KENYATTA MARKET, Woodley Kenyatta Golf Course Nairobi,KENYATTA MARKET, Woodley Kenyatta Golf Course Nairobi",None,1,1,Apartment,Rent,"KSh 7,500",propertypro
"OLE SHAPARA, South C Nairobi","OLE SHAPARA, South C Nairobi","OLE SHAPARA, South C Nairobi,OLE SHAPARA, South C Nairobi",None,1,1,Apartment,Rent,"KSh 16,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
"Wood Avenue, Kilimani Nairobi","Wood Avenue, Kilimani Nairobi","Wood Avenue, Kilimani Nairobi,Wood Avenue, Kilimani Nairobi",None,1,1,Apartment,Rent,"KSh 22,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,2,2,House,Rent,"KSh 28,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,3,3,Apartment,Rent,"KSh 120,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,3,3,House,Rent,"KSh 28,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
"close to Gateway Mall, Syokimau Nairobi","close to Gateway Mall, Syokimau Nairobi","close to Gateway Mall, Syokimau Nairobi,close to Gateway Mall, Syokimau Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
"1st avenue, Parklands Nairobi","1st avenue, Parklands Nairobi","1st avenue, Parklands Nairobi,1st avenue, Parklands Nairobi",None,1,1,Apartment,Rent,"KSh 17,000",propertypro
Garden Estate Nairobi,Garden Estate Nairobi,"Garden Estate Nairobi,Garden Estate Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Kileleshwa Nairobi,Kileleshwa Nairobi,"Kileleshwa Nairobi,Kileleshwa Nairobi",None,3,3,Apartment,Rent,"KSh 130,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,1,1,Apartment,Rent,"KSh 18,000",propertypro
Kileleshwa Nairobi,Kileleshwa Nairobi,"Kileleshwa Nairobi,Kileleshwa Nairobi",None,4,4,Apartment,Rent,"KSh 160,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,Apartment,Rent,"KSh 13,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,3,3,House,Rent,"KSh 35,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,Apartment,Rent,"KSh 8,000",propertypro
Roysambu Area Roysambu Nairobi,Roysambu Area Roysambu Nairobi,"Roysambu Area Roysambu Nairobi,Roysambu Area Roysambu Nairobi",None,1,1,Apartment,Rent,"KSh 7,000",propertypro
Loresho Nairobi,Loresho Nairobi,"Loresho Nairobi,Loresho Nairobi",None,4,4,House,Rent,"KSh 735,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,4,4,House,Rent,"KSh 350,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,2,2,House,Rent,"KSh 25,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,2,2,Apartment,Rent,"KSh 200,000",propertypro
Dagoretti Corner Dagoretti South Nairobi,Dagoretti Corner Dagoretti South Nairobi,"Dagoretti Corner Dagoretti South Nairobi,Dagoretti Corner Dagoretti South Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,3,2,House,Rent,"KSh 24,000",propertypro
Karen Nairobi,Karen Nairobi,"Karen Nairobi,Karen Nairobi",None,7,7,House,Rent,"KSh 750,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,5,5,House,Rent,"KSh 380,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,2,2,Apartment,Rent,"KSh 200,000",propertypro
Ruaka Nairobi,Ruaka Nairobi,"Ruaka Nairobi,Ruaka Nairobi",None,1,1,House,Rent,"KSh 13,000",propertypro
