Location,Other Location Details,Full Location Details,Size,Bedrooms,Bathrooms,Property Type,Purchase Type,Price,Site
Kyuna Westlands Nairobi,Kyuna Westlands Nairobi,"Kyuna Westlands Nairobi,Kyuna Westlands Nairobi",None,5,5,House,Rent,"KSh 525,000",propertypro
Lavington Nairobi,Lavington Nairobi,"Lavington Nairobi,Lavington Nairobi",None,3,3,Apartment,Rent,"KSh 180,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,3,3,House,Rent,"KSh 110,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,2,2,Apartment,Rent,"KSh 150,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,5,5,House,Rent,"KSh 330,000",propertypro
Kahawa Wendani Nairobi,Kahawa Wendani Nairobi,"Kahawa Wendani Nairobi,Kahawa Wendani Nairobi",None,1,1,Apartment,Rent,"KSh 6,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,4,4,House,Rent,"KSh 300,000",propertypro
Runda Nairobi,Runda Nairobi,"Runda Nairobi,Runda Nairobi",None,5,5,House,Rent,"KSh 750,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 11,500",propertypro
Riverside Nairobi,Riverside Nairobi,"Riverside Nairobi,Riverside Nairobi",None,4,4,House,Rent,"KSh 250,000",propertypro
Thika Road Nairobi,Thika Road Nairobi,"Thika Road Nairobi,Thika Road Nairobi",None,2,2,House,Rent,"KSh 16,000",propertypro
Jamhuri Nairobi,Jamhuri Nairobi,"Jamhuri Nairobi,Jamhuri Nairobi",None,3,3,House,Rent,"KSh 25,000",propertypro
Kangemi Nairobi,Kangemi Nairobi,"Kangemi Nairobi,Kangemi Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,2,2,House,Rent,"KSh 25,000",propertypro
South C Nairobi,South C Nairobi,"South C Nairobi,South C Nairobi",None,3,3,House,Rent,"KSh 35,000",propertypro
Umoja Nairobi,Umoja Nairobi,"Umoja Nairobi,Umoja Nairobi",None,3,3,House,Rent,"KSh 25,000",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,3,3,House,Rent,"KSh 25,000",propertypro
Muhoho road South C Nairobi,Muhoho road South C Nairobi,"Muhoho road South C Nairobi,Muhoho road South C Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Muhoho road South C Nairobi,Muhoho road South C Nairobi,"Muhoho road South C Nairobi,Muhoho road South C Nairobi",None,2,3,House,Rent,"KSh 20,000",propertypro
Popo road South C Nairobi,Popo road South C Nairobi,"Popo road South C Nairobi,Popo road South C Nairobi",None,3,4,House,Rent,"KSh 30,000",propertypro
Popo road South C Nairobi,Popo road South C Nairobi,"Popo road South C Nairobi,Popo road South C Nairobi",None,3,4,House,Rent,"KSh 30,000",propertypro
Buruburu phase 5 Buruburu Nairobi,Buruburu phase 5 Buruburu Nairobi,"Buruburu phase 5 Buruburu Nairobi,Buruburu phase 5 Buruburu Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"Plains view road, South B Nairobi","Plains view road, South B Nairobi","Plains view road, South B Nairobi,Plains view road, South B Nairobi",None,3,4,House,Rent,"KSh 30,000",propertypro
"Plains view road, South B Nairobi","Plains view road, South B Nairobi","Plains view road, South B Nairobi,Plains view road, South B Nairobi",None,2,3,House,Rent,"KSh 20,000",propertypro
"Plains view road, South B Nairobi","Plains view road, South B Nairobi","Plains view road, South B Nairobi,Plains view road, South B Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"Eastern bypass, Utawala Nairobi","Eastern bypass, Utawala Nairobi","Eastern bypass, Utawala Nairobi,Eastern bypass, Utawala Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Eastern bypass Utawala Nairobi,Eastern bypass Utawala Nairobi,"Eastern bypass Utawala Nairobi,Eastern bypass Utawala Nairobi",None,2,3,House,Rent,"KSh 15,000",propertypro
"Eastern bypass, Utawala Nairobi","Eastern bypass, Utawala Nairobi","Eastern bypass, Utawala Nairobi,Eastern bypass, Utawala Nairobi",None,3,4,House,Rent,"KSh 20,000",propertypro
Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi,"Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi,"Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"Savannah road, Donholm Nairobi","Savannah road, Donholm Nairobi","Savannah road, Donholm Nairobi,Savannah road, Donholm Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"Savannah road, Donholm Nairobi","Savannah road, Donholm Nairobi","Savannah road, Donholm Nairobi,Savannah road, Donholm Nairobi",None,2,3,House,Rent,"KSh 20,000",propertypro
"Savannah road, Donholm Nairobi","Savannah road, Donholm Nairobi","Savannah road, Donholm Nairobi,Savannah road, Donholm Nairobi",None,2,3,House,Rent,"KSh 20,000",propertypro
Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi,"Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi",None,2,3,House,Rent,"KSh 20,000",propertypro
Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi,"Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi",None,3,4,House,Rent,"KSh 30,000",propertypro
Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi,"Mombasa road Imara Daima Nairobi,Mombasa road Imara Daima Nairobi",None,3,4,House,Rent,"KSh 30,000",propertypro
Nairobi West Nairobi,Nairobi West Nairobi,"Nairobi West Nairobi,Nairobi West Nairobi",None,1,1,House,Rent,"KSh 7,500",propertypro
Langata Nairobi,Langata Nairobi,"Langata Nairobi,Langata Nairobi",None,2,2,House,Rent,"KSh 25,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,House,Rent,"KSh 7,500",propertypro
Ruaraka Nairobi,Ruaraka Nairobi,"Ruaraka Nairobi,Ruaraka Nairobi",None,1,1,House,Rent,"KSh 8,000",propertypro
Langata Nairobi,Langata Nairobi,"Langata Nairobi,Langata Nairobi",None,1,1,Apartment,Rent,"KSh 17,000",propertypro
Langata Nairobi,Langata Nairobi,"Langata Nairobi,Langata Nairobi",None,1,1,Apartment,Rent,"KSh 8,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Mountain View Nairobi,Mountain View Nairobi,"Mountain View Nairobi,Mountain View Nairobi",None,1,1,Apartment,Rent,"KSh 17,000",propertypro
Mountain View Nairobi,Mountain View Nairobi,"Mountain View Nairobi,Mountain View Nairobi",None,1,1,Apartment,Rent,"KSh 8,500",propertypro
Nairobi Central Nairobi,Nairobi Central Nairobi,"Nairobi Central Nairobi,Nairobi Central Nairobi",None,1,1,House,Rent,"KSh 15,000",propertypro
Gate B Fedha Nairobi,Gate B Fedha Nairobi,"Gate B Fedha Nairobi,Gate B Fedha Nairobi",None,3,2,House,Rent,"KSh 25,000",propertypro
Ruaka Nairobi,Ruaka Nairobi,"Ruaka Nairobi,Ruaka Nairobi",None,1,1,Apartment,Rent,"KSh 7,500",propertypro
St Mary's Langata Area Langata Nairobi,St Mary's Langata Area Langata Nairobi,"St Mary's Langata Area Langata Nairobi,St Mary's Langata Area Langata Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Redhill Nairobi,Redhill Nairobi,"Redhill Nairobi,Redhill Nairobi",None,2,2,Apartment,Rent,"KSh 255,000",propertypro
Nairobi West Nairobi,Nairobi West Nairobi,"Nairobi West Nairobi,Nairobi West Nairobi",None,1,1,House,Rent,"KSh 15,000",propertypro
Mountain View Nairobi,Mountain View Nairobi,"Mountain View Nairobi,Mountain View Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Imara Estate Imara Daima Nairobi,Imara Estate Imara Daima Nairobi,"Imara Estate Imara Daima Nairobi,Imara Estate Imara Daima Nairobi",None,3,2,House,Rent,"KSh 18,000",propertypro
Imara Estate Imara Daima Nairobi,Imara Estate Imara Daima Nairobi,"Imara Estate Imara Daima Nairobi,Imara Estate Imara Daima Nairobi",None,2,2,House,Rent,"KSh 14,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
"Near naivas supermarket, Donholm Nairobi","Near naivas supermarket, Donholm Nairobi","Near naivas supermarket, Donholm Nairobi,Near naivas supermarket, Donholm Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,Apartment,Rent,"KSh 7,500",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,1,1,Apartment,Rent,"KSh 10,000",propertypro
Roysambu Nairobi,Roysambu Nairobi,"Roysambu Nairobi,Roysambu Nairobi",None,1,1,Apartment,Rent,"KSh 8,000",propertypro
Kahawa Sukari Nairobi,Kahawa Sukari Nairobi,"Kahawa Sukari Nairobi,Kahawa Sukari Nairobi",None,2,2,House,Rent,"KSh 20,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
DONHOLM NAIVAS Donholm Nairobi,DONHOLM NAIVAS Donholm Nairobi,"DONHOLM NAIVAS Donholm Nairobi,DONHOLM NAIVAS Donholm Nairobi",None,2,2,Apartment,Rent,"KSh 17,000",propertypro
Kiambu Road Nairobi,Kiambu Road Nairobi,"Kiambu Road Nairobi,Kiambu Road Nairobi",None,4,4,Other,Rent,"KSh 120,000",propertypro
Ruaraka Ruaraka Nairobi,Ruaraka Ruaraka Nairobi,"Ruaraka Ruaraka Nairobi,Ruaraka Ruaraka Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Kileleshwa Nairobi,Kileleshwa Nairobi,"Kileleshwa Nairobi,Kileleshwa Nairobi",None,3,3,Apartment,Rent,"KSh 300,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,Apartment,Rent,"KSh 6,500",propertypro
EQUITY Kasarani Nairobi,EQUITY Kasarani Nairobi,"EQUITY Kasarani Nairobi,EQUITY Kasarani Nairobi",None,1,1,Apartment,Rent,"KSh 6,500",propertypro
Ruaka Nairobi,Ruaka Nairobi,"Ruaka Nairobi,Ruaka Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Loresho Nairobi,Loresho Nairobi,"Loresho Nairobi,Loresho Nairobi",None,4,4,House,Rent,"KSh 300,000",propertypro
Loresho Nairobi,Loresho Nairobi,"Loresho Nairobi,Loresho Nairobi",None,4,4,House,Rent,"KSh 400,000",propertypro
Loresho Nairobi,Loresho Nairobi,"Loresho Nairobi,Loresho Nairobi",None,6,6,House,Rent,"KSh 345,000",propertypro
Westlands Nairobi,Westlands Nairobi,"Westlands Nairobi,Westlands Nairobi",None,4,4,Apartment,Rent,"KSh 150,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,Apartment,Rent,"KSh 75,000",propertypro
"OLE SHAPARA, South C Nairobi","OLE SHAPARA, South C Nairobi","OLE SHAPARA, South C Nairobi,OLE SHAPARA, South C Nairobi",None,1,1,Apartment,Rent,"KSh 15,000",propertypro
Kahawa Sukari Nairobi,Kahawa Sukari Nairobi,"Kahawa Sukari Nairobi,Kahawa Sukari Nairobi",None,2,2,House,Rent,"KSh 18,500",propertypro
Utawala shooters Utawala Nairobi,Utawala shooters Utawala Nairobi,"Utawala shooters Utawala Nairobi,Utawala shooters Utawala Nairobi",None,2,2,House,Rent,"KSh 15,009",propertypro
Kahawa Sukari Nairobi,Kahawa Sukari Nairobi,"Kahawa Sukari Nairobi,Kahawa Sukari Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Shooters Utawala Nairobi,Shooters Utawala Nairobi,"Shooters Utawala Nairobi,Shooters Utawala Nairobi",None,2,2,House,Rent,"KSh 1,500",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,House,Rent,"KSh 30,000",propertypro
Nairobi West Nairobi,Nairobi West Nairobi,"Nairobi West Nairobi,Nairobi West Nairobi",None,2,2,House,Rent,"KSh 35,000",propertypro
Makadara Makadara Nairobi,Makadara Makadara Nairobi,"Makadara Makadara Nairobi,Makadara Makadara Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Syokimau Nairobi,Syokimau Nairobi,"Syokimau Nairobi,Syokimau Nairobi",None,2,1,Apartment,Rent,"KSh 20,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,2,2,Apartment,Rent,"KSh 170,000",propertypro
Makadara Makadara Nairobi,Makadara Makadara Nairobi,"Makadara Makadara Nairobi,Makadara Makadara Nairobi",None,1,1,Apartment,Rent,"KSh 5,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,Apartment,Rent,"KSh 5,500",propertypro
Ngumo Ngong Rd Nairobi,Ngumo Ngong Rd Nairobi,"Ngumo Ngong Rd Nairobi,Ngumo Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Kilimani Nairobi,Kilimani Nairobi,"Kilimani Nairobi,Kilimani Nairobi",None,1,1,Apartment,Rent,"KSh 180,000",propertypro
Nairobi West Nairobi,Nairobi West Nairobi,"Nairobi West Nairobi,Nairobi West Nairobi",None,2,1,House,Rent,"KSh 18,000",propertypro
Nairobi West Nairobi,Nairobi West Nairobi,"Nairobi West Nairobi,Nairobi West Nairobi",None,1,1,House,Rent,"KSh 13,500",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Road c Nairobi Central Nairobi,Road c Nairobi Central Nairobi,"Road c Nairobi Central Nairobi,Road c Nairobi Central Nairobi",None,0,0,Other,Rent,"KSh 120,000",propertypro
Ngara Nairobi,Ngara Nairobi,"Ngara Nairobi,Ngara Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
Roysambu Nairobi,Roysambu Nairobi,"Roysambu Nairobi,Roysambu Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Pangani Nairobi,Pangani Nairobi,"Pangani Nairobi,Pangani Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Imara mall Imara Daima Nairobi,Imara mall Imara Daima Nairobi,"Imara mall Imara Daima Nairobi,Imara mall Imara Daima Nairobi",None,3,2,House,Rent,"KSh 30,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 14,000",propertypro
Ngong Rd Nairobi,Ngong Rd Nairobi,"Ngong Rd Nairobi,Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
NOMADS HOTEL Eastleigh North Nairobi,NOMADS HOTEL Eastleigh North Nairobi,"NOMADS HOTEL Eastleigh North Nairobi,NOMADS HOTEL Eastleigh North Nairobi",None,2,2,Apartment,Rent,"KSh 21,000",propertypro
Ngong Rd Nairobi,Ngong Rd Nairobi,"Ngong Rd Nairobi,Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 6,500",propertypro
Katani road Syokimau Nairobi,Katani road Syokimau Nairobi,"Katani road Syokimau Nairobi,Katani road Syokimau Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Adams Arcade Ngong Rd Nairobi,Adams Arcade Ngong Rd Nairobi,"Adams Arcade Ngong Rd Nairobi,Adams Arcade Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 12,000",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,1,1,House,Rent,"KSh 5,000",propertypro
Waiyaki way Westlands Area Westlands Nairobi,Waiyaki way Westlands Area Westlands Nairobi,"Waiyaki way Westlands Area Westlands Nairobi,Waiyaki way Westlands Area Westlands Nairobi",None,1,1,House,Rent,"KSh 20,000",propertypro
Mirema Nairobi,Mirema Nairobi,"Mirema Nairobi,Mirema Nairobi",None,2,2,House,Rent,"KSh 16,000",propertypro
Waiyaki way Brookside Westlands Nairobi,Waiyaki way Brookside Westlands Nairobi,"Waiyaki way Brookside Westlands Nairobi,Waiyaki way Brookside Westlands Nairobi",None,3,4,House,Rent,"KSh 40,000",propertypro
Kasarani Area Kasarani Nairobi,Kasarani Area Kasarani Nairobi,"Kasarani Area Kasarani Nairobi,Kasarani Area Kasarani Nairobi",None,1,1,House,Rent,"KSh 8,500",propertypro
Waiyaki way Westlands Nairobi,Waiyaki way Westlands Nairobi,"Waiyaki way Westlands Nairobi,Waiyaki way Westlands Nairobi",None,2,3,House,Rent,"KSh 30,000",propertypro
Lucky Summer Nairobi,Lucky Summer Nairobi,"Lucky Summer Nairobi,Lucky Summer Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Mlolongo Nairobi,Mlolongo Nairobi,"Mlolongo Nairobi,Mlolongo Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Ruaraka Ruaraka Nairobi,Ruaraka Ruaraka Nairobi,"Ruaraka Ruaraka Nairobi,Ruaraka Ruaraka Nairobi",None,1,1,House,Rent,"KSh 9,000",propertypro
Madaraka Nairobi,Madaraka Nairobi,"Madaraka Nairobi,Madaraka Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
Utawala Nairobi,Utawala Nairobi,"Utawala Nairobi,Utawala Nairobi",None,2,2,House,Rent,"KSh 16,000",propertypro
Buruburu Nairobi,Buruburu Nairobi,"Buruburu Nairobi,Buruburu Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Umoja Nairobi,Umoja Nairobi,"Umoja Nairobi,Umoja Nairobi",None,1,1,House,Rent,"KSh 8,500",propertypro
Karen Nairobi,Karen Nairobi,"Karen Nairobi,Karen Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Parkland Nairobi,Parkland Nairobi,"Parkland Nairobi,Parkland Nairobi",None,1,1,Apartment,Rent,"KSh 6,000",propertypro
Fedha Nairobi,Fedha Nairobi,"Fedha Nairobi,Fedha Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Kahawa West Nairobi,Kahawa West Nairobi,"Kahawa West Nairobi,Kahawa West Nairobi",None,1,1,House,Rent,"KSh 5,500",propertypro
Mirema Nairobi,Mirema Nairobi,"Mirema Nairobi,Mirema Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Imara Daima Nairobi,Imara Daima Nairobi,"Imara Daima Nairobi,Imara Daima Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"Around greenhouse, Ngong Rd Nairobi","Around greenhouse, Ngong Rd Nairobi","Around greenhouse, Ngong Rd Nairobi,Around greenhouse, Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Kasarani Area Kasarani Nairobi,Kasarani Area Kasarani Nairobi,"Kasarani Area Kasarani Nairobi,Kasarani Area Kasarani Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Donholm Nairobi,Donholm Nairobi,"Donholm Nairobi,Donholm Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Ngong Rd Nairobi,Ngong Rd Nairobi,"Ngong Rd Nairobi,Ngong Rd Nairobi",None,1,1,House,Rent,"KSh 7,000",propertypro
Woodley Kenyatta Golf Course Nairobi,Woodley Kenyatta Golf Course Nairobi,"Woodley Kenyatta Golf Course Nairobi,Woodley Kenyatta Golf Course Nairobi",None,2,2,House,Rent,"KSh 16,000",propertypro
Posta Kangemi Nairobi,Posta Kangemi Nairobi,"Posta Kangemi Nairobi,Posta Kangemi Nairobi",None,1,1,House,Rent,"KSh 4,500",propertypro
Jamhuri Nairobi,Jamhuri Nairobi,"Jamhuri Nairobi,Jamhuri Nairobi",None,2,2,House,Rent,"KSh 18,000",propertypro
Makadara Makadara Nairobi,Makadara Makadara Nairobi,"Makadara Makadara Nairobi,Makadara Makadara Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Clay City Nairobi,Clay City Nairobi,"Clay City Nairobi,Clay City Nairobi",None,1,1,Apartment,Rent,"KSh 14,000",propertypro
Clay City Nairobi,Clay City Nairobi,"Clay City Nairobi,Clay City Nairobi",None,1,1,Apartment,Rent,"KSh 8,000",propertypro
St Mary's Langata Area Langata Nairobi,St Mary's Langata Area Langata Nairobi,"St Mary's Langata Area Langata Nairobi,St Mary's Langata Area Langata Nairobi",None,3,2,House,Rent,"KSh 40,000",propertypro
Near police station Embakasi Central Embakasi Nairobi,Near police station Embakasi Central Embakasi Nairobi,"Near police station Embakasi Central Embakasi Nairobi,Near police station Embakasi Central Embakasi Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
Embakasi Nairobi,Embakasi Nairobi,"Embakasi Nairobi,Embakasi Nairobi",None,2,0,House,Rent,"KSh 17,000",propertypro
Embakasi Nairobi,Embakasi Nairobi,"Embakasi Nairobi,Embakasi Nairobi",None,1,1,House,Rent,"KSh 6,000",propertypro
Joyland Ruaka Nairobi,Joyland Ruaka Nairobi,"Joyland Ruaka Nairobi,Joyland Ruaka Nairobi",None,2,3,Apartment,Rent,"KSh 53,000",propertypro
Westlands Area Westlands Nairobi,Westlands Area Westlands Nairobi,"Westlands Area Westlands Nairobi,Westlands Area Westlands Nairobi",None,2,2,House,Rent,"KSh 40,000",propertypro
"Nyayo Estate gate B, Embakasi Nairobi","Nyayo Estate gate B, Embakasi Nairobi","Nyayo Estate gate B, Embakasi Nairobi,Nyayo Estate gate B, Embakasi Nairobi",None,2,2,House,Rent,"KSh 15,000",propertypro
Kahawa West Nairobi,Kahawa West Nairobi,"Kahawa West Nairobi,Kahawa West Nairobi",None,2,2,House,Rent,"KSh 13,000",propertypro
Kileleshwa Nairobi,Kileleshwa Nairobi,"Kileleshwa Nairobi,Kileleshwa Nairobi",None,1,1,House,Rent,"KSh 18,000",propertypro
"Thika road, Kahawa Sukari Nairobi","Thika road, Kahawa Sukari Nairobi","Thika road, Kahawa Sukari Nairobi,Thika road, Kahawa Sukari Nairobi",None,1,1,House,Rent,"KSh 15,000",propertypro
"Thika road, Kahawa Sukari Nairobi","Thika road, Kahawa Sukari Nairobi","Thika road, Kahawa Sukari Nairobi,Thika road, Kahawa Sukari Nairobi",None,2,3,House,Rent,"KSh 20,000",propertypro
"Thika road, Kahawa Wendani Nairobi","Thika road, Kahawa Wendani Nairobi","Thika road, Kahawa Wendani Nairobi,Thika road, Kahawa Wendani Nairobi",None,2,3,House,Rent,"KSh 15,000",propertypro
Thika road Kahawa Wendani Nairobi,Thika road Kahawa Wendani Nairobi,"Thika road Kahawa Wendani Nairobi,Thika road Kahawa Wendani Nairobi",None,1,1,House,Rent,"KSh 10,000",propertypro
"Dennis Pritt road, Kilimani Nairobi","Dennis Pritt road, Kilimani Nairobi","Dennis Pritt road, Kilimani Nairobi,Dennis Pritt road, Kilimani Nairobi",None,2,3,House,Rent,"KSh 30,000",propertypro
