Location,Other Location Details,Size,Bedrooms,Bathrooms,Price,Property Type,Purchase Type
Lavington,Lavington,None,3,2,"KSh 250,000
 / month",House,Rent
19,"Riara Road, Kilimani",None,5,5,"KSh 200,000
 / month",House,Rent
Peponi Road,"Spring Valley, Westlands",None,4,4,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,2,2,"KSh 170,000
 / month",House,Rent
14,"Riara Road, Lavington",None,5,5,"KSh 200,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 400,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 750,000
 / month",House,Rent
Rosslyn,Westlands,None,5,5,"KSh 620,000
 / month",House,Rent
Gigiri,Westlands,None,4,4,"KSh 580,000
 / month",House,Rent
Riverside,Westlands,None,5,5,"KSh 275,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,4,4,"KSh 140,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 400,000
 / month",House,Rent
89,"Lavington Mall, Lavington",None,5,5,"KSh 260,000
 / month",House,Rent
Limuru Road,"Tigoni, Limuru",None,4,,"KSh 268,500
 / month",House,Rent
Kiambu Road,"Runda, Westlands",None,5,5,"KSh 469,876
 / month",House,Rent
Ongata Rongai,Ongata Rongai,None,2,1,"KSh 16,000
 / month",House,Rent
Riviera,"Runda, Westlands",None,4,5,"KSh 360,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 350,000
 / month",House,Rent
Jacaranda Brooke,Kiambu Road,None,2,1,"KSh 85,000
 / month",House,Rent
Gikambura,Kikuyu,None,4,5,"KSh 75,000
 / month",House,Rent
Spring Valley,Westlands,None,2,2,"KSh 260,000
 / month",House,Rent
Imara Daima,Imara Daima,None,3,1,"KSh 35,000
 / month",House,Rent
Runda,Westlands,None,4,5,"KSh 450,000
 / month",House,Rent
Lavington,Lavington,None,5,4,"KSh 350,000
 / month",House,Rent
Lavington,Lavington,None,3,2,"KSh 250,000
 / month",House,Rent
1,"kitisuru, Kitisuru, Westlands",None,6,6,"KSh 500,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,4,"KSh 320,000
 / month",House,Rent
Runda,Westlands,None,2,2,"KSh 200,000
 / month",House,Rent
Muthaiga,Muthaiga,None,1,1,"KSh 250,000
 / month",House,Rent
Runda,Westlands,None,2,2,"KSh 300,000
 / month",House,Rent
Lavington Nairobi,Lavington,None,4,5,"KSh 260,000
 / month",House,Rent
Spring Valley,Westlands,None,5,5,"KSh 300,000
 / month",House,Rent
Nyari,Westlands,None,6,7,"KSh 550,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Karen,Karen,None,3,2,"KSh 80,000
 / month",House,Rent
1,"Lower kabete, Lower Kabete, Westlands",None,6,6,"KSh 500,000
 / month",House,Rent
1,"Kitisuru, Westlands",None,6,6,"KSh 500,000
 / month",House,Rent
1,"Runda, Westlands",None,4,4,"KSh 230,000
 / month",House,Rent
kiambu road,Kiambu Road,None,4,4,"KSh 250,000
 / month",House,Rent
Karen,Karen,2026 m²,3,1,"KSh 120,000
 / month",House,Rent
Lavington,Lavington,None,4,3,"KSh 300,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 200,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 280,000
 / month",House,Rent
Karen,Karen,None,5,3,"KSh 150,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Runda,Westlands,400 m²,4,5,"KSh 450,000
 / month",House,Rent
Kitisuru,Westlands,None,5,5,"KSh 520,000
 / month",House,Rent
Kyuna,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 650,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 450,000
 / month",House,Rent
Thigiri,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 250,000
 / month",House,Rent
Ridgeways,Ridgeways,None,5,5,"KSh 330,000
 / month",House,Rent
Ridgeways,Kiambu Road,None,4,4,"KSh 170,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,4,"KSh 320,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,4,"KSh 200,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,4,"KSh 230,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,4,"KSh 215,000
 / month",House,Rent
Rosslyn,Westlands,None,5,5,"KSh 520,000
 / month",House,Rent
Located in good neighborhood,Lavington,None,5,,"KSh 350,000
 / month",House,Rent
Situated in ambiance neighborhood,Lavington,None,5,6,"KSh 550,000
 / month",House,Rent
Lower Kabete road,"Lower Kabete, Westlands",929 m²,5,6,"KSh 650,000
 / month",House,Rent
Lavington,Lavington,None,2,2,"KSh 170,000
 / month",House,Rent
Thigiri,Westlands,None,4,4,"KSh 360,000
 / month",House,Rent
Karen,Karen,None,3,3,"KSh 125,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 450,000
 / month",House,Rent
Pepo Lane,Karen,None,7,8,"KSh 440,000
 / month",House,Rent
Loresho,Westlands,None,4,3,"KSh 200,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 450,000
 / month",House,Rent
Gigiri,Westlands,2023 m²,5,5,"KSh 290,000
 / month",House,Rent
Runda,Westlands,2023 m²,6,6,"KSh 470,000
 / month",House,Rent
Runda,Westlands,2023 m²,5,5,"KSh 330,000
 / month",House,Rent
Runda,Westlands,2023 m²,4,3,"KSh 350,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 650,000
 / month",House,Rent
Kilimani,Kilimani,None,4,,"KSh 270,000
 / month",House,Rent
Kitisuru,Westlands,None,6,,"KSh 500,000
 / month",House,Rent
Kitisuru,Westlands,None,3,3,"KSh 450,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 320,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 300,000
 / month",House,Rent
Lavington,Lavington,400 m²,5,6,"KSh 400,000
 / month",House,Rent
lavington,Lavington,None,4,5,"KSh 400,000
 / month",House,Rent
Old Muthaiga,Muthaiga,130 m²,2,2,"KSh 235,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 450,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Mimosa Road,", Runda, Westlands",2024 m²,6,6,"KSh 500,000
 / month",House,Rent
Karen,Karen,None,4,5,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,2,,"KSh 120,000
 / month",House,Rent
Runda,Westlands,None,2,,"KSh 150,000
 / month",House,Rent
Runda Mimosa,"Runda, Westlands",None,2,,"KSh 300,000
 / month",House,Rent
Gigiri,Westlands,693 m²,6,6,"KSh 520,000
 / month",House,Rent
Ngong Road,Ngong Road,None,4,4,"KSh 150,000
 / month",House,Rent
Runda,Westlands,None,6,7,"KSh 500,000
 / month",House,Rent
Syokimau,Syokimau,None,4,5,"KSh 53,000
 / month",House,Rent
Runda,Westlands,None,6,7,"KSh 850,000
 / month",House,Rent
Kyuna,Westlands,None,5,5,"KSh 400,000
 / month",House,Rent
Kyuna,Westlands,None,2,2,"KSh 350,000
 / month",House,Rent
Garden Estate,Roysambu,None,5,6,"KSh 165,000
 / month",House,Rent
Rosslyn,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 330,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 220,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 220,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Nyari,Westlands,None,5,5,"KSh 700,000
 / month",House,Rent
Mimosa road,"Runda, Westlands",None,4,4,"KSh 450,000
 / month",House,Rent
Riverside,Westlands,None,3,3,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 500,000
 / month",House,Rent
Mwananchi rd,"Airport rd, Syokimau",2900 ft²,4,5,"KSh 105,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
Kitisuru,Westlands,None,5,5,"KSh 520,000
 / month",House,Rent
Kitisuru,Westlands,None,5,5,"KSh 380,000
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 320,000
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 455,000
 / month",House,Rent
Lower Kabete,Westlands,None,5,5,"KSh 650,000
 / month",House,Rent
Karen,Karen,None,3,3,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 400,000
 / month",House,Rent
Peponi Road,"Spring Valley, Westlands",None,4,4,"KSh 500,000
 / month",House,Rent
Nyari,Westlands,None,5,5,"KSh 650,000
 / month",House,Rent
Miotoni,Karen,None,5,6,"KSh 400,000
 / month",House,Rent
Ridgeways Nairobi,Ridgeways,None,4,5,"KSh 300,000
 / month",House,Rent
Kyuna,Westlands,None,6,6,"KSh 650,000
 / month",House,Rent
82,"Muthaiga Road, Muthaiga",None,5,6,"KSh 550,000
 / month",House,Rent
Kitisuru Road,"Kitisuru, Westlands",None,5,6,"KSh 520,000
 / month",House,Rent
Rosslyn,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Thika,Thika,None,3,2,"KSh 43,000
 / month",House,Rent
Parklands,Westlands,None,1,,"KSh 100,000
 / month",House,Rent
Kyuna,Westlands,None,5,5,Price not communicated,House,Rent
Ngong Road,Ngong Road,None,3,,"KSh 250,000
 / month",House,Rent
Kilimani,Kilimani,None,1,,"KSh 130,000
 / month",House,Rent
Nyari,Westlands,None,4,,Price not communicated,House,Rent
Hill View,Westlands,None,2,3,Price not communicated,House,Rent
Runda,Westlands,None,2,,Price not communicated,House,Rent
Kitisuru,Westlands,None,4,4,Price not communicated,House,Rent
Nyari,Westlands,None,6,,Price not communicated,House,Rent
Runda,Westlands,None,5,5,"KSh 850,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
Gigiri,Westlands,None,5,5,"KSh 325,000
 / month",House,Rent
Gigiri,Westlands,None,4,4,"KSh 250,000
 / month",House,Rent
Gigiri,Westlands,None,3,3,"KSh 210,000
 / month",House,Rent
Gigiri,Westlands,None,3,3,"KSh 420,000
 / month",House,Rent
Gigiri,Westlands,4000 ft²,5,5,"KSh 500,000
 / month",House,Rent
Lavington,Lavington,400 m²,4,5,"KSh 450,000
 / month",House,Rent
Ruiru,Ruiru,None,5,4,"KSh 100,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,2,"KSh 150,000
 / month",House,Rent
Lavington,Lavington,None,8,4,"KSh 380,000
 / month",House,Rent
kiambu road,Kiambu Road,None,4,4,"KSh 260,000
 / month",House,Rent
Muthaiga,Muthaiga,None,2,3,"KSh 215,000
 / month",House,Rent
Gigiri,"Runda, Westlands",None,4,3,"KSh 450,000
 / month",House,Rent
Kiambu Road,Kiambu Road,3303 ft²,4,5,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 370,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 400,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,2,2,"KSh 170,000
 / month",House,Rent
Thigiri,Westlands,None,4,4,"KSh 385,000
 / month",House,Rent
Oloitoktok Road,Kileleshwa,2000 ft²,4,3,"KSh 120,000
 / month",House,Rent
Riverside,Westlands,None,3,3,"KSh 190,000
 / month",House,Rent
Runda,Westlands,None,5,6,"KSh 350,000
 / month",House,Rent
Kitisuru,Westlands,None,4,,"KSh 600,000
 / month",House,Rent
Spring Valley,Westlands,None,3,,"KSh 500,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 320,000
 / month",House,Rent
Karen,Karen,None,2,2,"KSh 90,000
 / month",House,Rent
O,"Ndege road, Karen",None,6,6,"KSh 500,000
 / month",House,Rent
Karen,Karen,None,7,7,"KSh 500,000
 / month",House,Rent
kuwinda road,Karen,None,1,1,"KSh 120,000
 / month",House,Rent
Karen,Karen Hardy,None,3,3,"KSh 100,000
 / month",House,Rent
mukoma road,Karen,None,2,2,"KSh 140,000
 / month",House,Rent
O,Karen,None,10,10,"KSh 500,000
 / month",House,Rent
Ndege road,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
O,"Bomas of Kenya, Karen",None,5,5,"KSh 350,000
 / month",House,Rent
O,"Hillcrest road, Karen",None,7,7,"KSh 850,000
 / month",House,Rent
O,"Muteero estate, Karen",None,4,4,"KSh 230,000
 / month",House,Rent
O,Karen,None,6,6,"KSh 400,000
 / month",House,Rent
Spring Valley,Westlands,None,4,4,"KSh 280,000
 / month",House,Rent
Peponi Road,"Spring Valley, Westlands",None,4,3,"KSh 400,000
 / month",House,Rent
Peponi Road,"Spring Valley, Westlands",None,4,4,"KSh 200,000
 / month",House,Rent
Spring Valley,Westlands,None,2,2,"KSh 190,000
 / month",House,Rent
Spring Valley,Westlands,None,2,2,"KSh 150,000
 / month",House,Rent
KITISURU,"Kitisuru, Westlands",None,5,5,"KSh 650,000
 / month",House,Rent
Kitisuru,Westlands,None,5,5,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,3,3,"KSh 200,000
 / month",House,Rent
Thigiri,Westlands,None,4,4,"KSh 360,000
 / month",House,Rent
90,"Riverside Drive, Riverside, Westlands",None,5,5,"KSh 250,000
 / month",House,Rent
Kitisuru,Westlands,None,5,5,"KSh 380,000
 / month",House,Rent
Karen,Karen,None,3,,"KSh 350,000
 / month",House,Rent
67,"Plains, Karen",None,4,5,"KSh 290,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,5,,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 400,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 300,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 440,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 550,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 500,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 420,000
 / month",House,Rent
Loresho,Westlands,None,5,4,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,3,3,"KSh 290,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 500,000
 / month",House,Rent
Karen,Karen,None,5,5,"KSh 450,000
 / month",House,Rent
Riara Ridge,"Tigoni, Limuru",None,5,3,"KSh 250,000
 / month",House,Rent
Gigiri,Westlands,None,5,4,"KSh 550,000
 / month",House,Rent
Lower Kabete,Westlands,None,5,5,"KSh 550,000
 / month",House,Rent
Garden Estate,Roysambu,None,5,4,"KSh 180,000
 / month",House,Rent
Lower Kabete,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Lower Kabete,Westlands,None,4,3,"KSh 450,000
 / month",House,Rent
Rosslyn,Westlands,None,3,3,"KSh 388,659
 / month",House,Rent
1,Redhill,None,4,4,"KSh 110,000
 / month",House,Rent
Karen,Karen,None,4,4,"KSh 450,000
 / month",House,Rent
Runda,Westlands,1 ac,7,7,"KSh 2,100,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 520,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 500,000
 / month",House,Rent
78,"Ruaka drive, Runda, Westlands",None,5,6,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,6,6,"KSh 850,000
 / month",House,Rent
Muthaiga,Muthaiga,None,4,4,"KSh 1,000,000
 / month",House,Rent
Runda,Westlands,None,7,7,"KSh 1,100,000
 / month",House,Rent
Runda,Westlands,None,1,1,"KSh 100,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 400,000
 / month",House,Rent
O,"Runda, Westlands",None,4,4,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,8,5,"KSh 200,000
 / month",House,Rent
Karen,Karen,400 m²,3,4,"KSh 350,000
 / month",House,Rent
Loresho,Westlands,600 m²,6,5,"KSh 350,000
 / month",House,Rent
Kileleshwa,Kileleshwa,None,8,5,"KSh 250,000
 / month",House,Rent
Riverside,Westlands,None,4,5,"KSh 250,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Ngong Road,Ngong Road,None,4,5,"KSh 150,000
 / month",House,Rent
Runda,Westlands,None,5,6,"KSh 450,000
 / month",House,Rent
KITISURU,"Kitisuru, Westlands",1 ac,5,6,"KSh 450,000
 / month",House,Rent
101,"lavington, Lavington",300 m²,5,5,"KSh 300,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 200,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 712,469
 / month",House,Rent
Off Lower Kabete Rd,"Lower Kabete, Westlands",None,5,5,"KSh 300,000
 / month",House,Rent
Karen,Karen,None,3,3,"KSh 350,000
 / month",House,Rent
Rosslyn,Westlands,None,5,5,"KSh 455,000
 / month",House,Rent
Kitisuru,Westlands,None,6,6,"KSh 500,000
 / month",House,Rent
Spring Valley,Westlands,None,5,4,"KSh 325,000
 / month",House,Rent
Lower Kabete,Westlands,None,5,5,"KSh 300,000
 / month",House,Rent
Loresho,Westlands,None,4,,"KSh 200,000
 / month",House,Rent
Nyari,Westlands,None,6,,"KSh 647,550
 / month",House,Rent
Muthaiga,Muthaiga,None,2,3,"KSh 235,000
 / month",House,Rent
Nyari,Westlands,None,3,,"KSh 170,000
 / month",House,Rent
Lavington,Lavington,None,5,7,"KSh 350,000
 / month",House,Rent
Westlands Area,Westlands,None,4,6,"KSh 500,000
 / month",House,Rent
478,Lavington,None,5,6,"KSh 350,000
 / month",House,Rent
Gigiri,Westlands,None,4,5,"KSh 480,000
 / month",House,Rent
Lower Kabete,Westlands,None,2,2,"KSh 322,857
 / month",House,Rent
Lavington,Lavington,None,5,6,"KSh 275,000
 / month",House,Rent
Kitisuru,Westlands,None,5,5,"KSh 645,722
 / month",House,Rent
lakeview,"Lower Kabete, Westlands",None,5,5,"KSh 400,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 350,000
 / month",House,Rent
O,Lavington,None,7,5,"KSh 700,000
 / month",House,Rent
O,Lavington,None,4,4,"KSh 350,000
 / month",House,Rent
O,Lavington,None,5,5,"KSh 400,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 350,000
 / month",House,Rent
Lavington,Lavington,None,4,4,"KSh 400,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 550,000
 / month",House,Rent
O,Lavington,None,7,7,"KSh 650,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 450,000
 / month",House,Rent
O,Lavington,None,6,6,"KSh 600,000
 / month",House,Rent
Loresho,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Kitisuru,Westlands,None,3,3,"KSh 450,000
 / month",House,Rent
Spring Valley,Westlands,None,4,5,"KSh 350,000
 / month",House,Rent
Ruaka Road.,"Runda, Westlands",2024 m²,4,4,"KSh 350,000
 / month",House,Rent
Spring Valley,Westlands,None,5,5,"KSh 400,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,3,"KSh 270,000
 / month",House,Rent
Loresho,Westlands,None,1,1,"KSh 90,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,3,3,"KSh 250,000
 / month",House,Rent
Karen,Karen,None,5,7,"KSh 440,000
 / month",House,Rent
Westlands Area,Westlands,None,4,4,"KSh 270,000
 / month",House,Rent
Mzima Springs,Lavington,None,5,5,"KSh 400,000
 / month",House,Rent
89,"Elmolo Drive, Lavington",None,5,5,"KSh 250,000
 / month",House,Rent
90,"Kaptei Garden, Lavington",None,5,5,"KSh 250,000
 / month",House,Rent
55,"Ibis close, Nyari, Westlands",None,5,6,"KSh 580,000
 / month",House,Rent
87,"Redhil Road, Nyari, Westlands",None,5,6,"KSh 1,000,000
 / month",House,Rent
98,"Kyuna Road, Kyuna, Westlands",None,6,7,"KSh 661,250
 / month",House,Rent
89,"Gigiri Road, Gigiri, Westlands",None,4,5,"KSh 700,000
 / month",House,Rent
811,"Runda grove, Runda, Westlands",None,2,3,"KSh 250,000
 / month",House,Rent
89,"Ruaka Road, Runda, Westlands",None,5,5,"KSh 350,000
 / month",House,Rent
902,"Mimosa Road, Runda, Westlands",None,5,6,"KSh 350,000
 / month",House,Rent
g43,"Muthaiga Road, Muthaiga",None,6,7,"KSh 1,300,000
 / month",House,Rent
67,"Daisy Road, Runda, Westlands",None,2,3,"KSh 130,000
 / month",House,Rent
G09,"Daisy Road, Runda, Westlands",None,5,4,"KSh 350,000
 / month",House,Rent
Spring Valley,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Spring Valley,Westlands,None,4,4,"KSh 400,000
 / month",House,Rent
Lavington Nairobi,Lavington,None,5,6,"KSh 350,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 250,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 350,000
 / month",House,Rent
Karen,Karen,None,3,4,"KSh 350,000
 / month",House,Rent
Kitisuru,Westlands,None,4,4,"KSh 450,000
 / month",House,Rent
Hardy,Karen Hardy,None,5,5,"KSh 450,000
 / month",House,Rent
Mucai drive,Ngong Road,None,5,5,"KSh 530,000
 / month",House,Rent
Runda,Westlands,None,5,5,"KSh 300,000
 / month",House,Rent
Runda,Westlands,None,7,7,"KSh 975,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 450,000
 / month",House,Rent
Runda,Westlands,400 m²,5,6,"KSh 350,000
 / month",House,Rent
Rosslyn,Westlands,None,5,6,"KSh 536,004
 / month",House,Rent
Kiambu Road,Kiambu Road,None,3,3,"KSh 250,000
 / month",House,Rent
Bomas,Karen,None,5,5,"KSh 350,000
 / month",House,Rent
Loresho,Westlands,None,5,6,"KSh 350,000
 / month",House,Rent
2,"Off Redhill Drive, Nyari, Westlands",None,3,3,"KSh 200,000
 / month",House,Rent
Kiambu Road,Kiambu Road,None,4,,"KSh 220,000
 / month",House,Rent
Runda,Westlands,None,4,4,"KSh 300,000
 / month",House,Rent
Brookside,Westlands,None,3,3,"KSh 200,000
 / month",House,Rent
Westlands Area,Westlands,None,3,3,"KSh 160,000
 / month",House,Rent
Kitisuru Rd,"Kitisuru, Westlands",None,4,5,"KSh 520,000
 / month",House,Rent
Chalbi,Lavington,None,5,4,"KSh 350,000
 / month",House,Rent
Parklands,Westlands,None,5,4,"KSh 180,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 440,000
 / month",House,Rent
O,Lavington,None,4,4,"KSh 380,000
 / month",House,Rent
Riara Road,Riara Road,None,4,4,"KSh 170,000
 / month",House,Rent
Lavington,Lavington,None,5,5,"KSh 550,000
 / month",House,Rent
O,"Old kitisuru, Kitisuru, Westlands",None,4,4,"KSh 520,000
 / month",House,Rent
Loresho,Westlands,None,4,,"KSh 380,000
 / month",House,Rent
O,Lavington,None,5,5,"KSh 400,000
 / month",House,Rent
O,"Gigiri, Westlands",None,4,4,"KSh 650,000
 / month",House,Rent
