Location,Beds,Baths,Toilets,Price,Property Type,Purchase Type
Pumwani Nairobi,2,1,1,"KSh 20,000",Apartment,Rent
Langata Nairobi,2,2,2,"KSh 45,000",Apartment,Rent
Pumwani Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 40,000",Apartment,Rent
Garden Estate Nairobi,3,2,2,"KSh 40,000",House,Rent
Syokimau Nairobi,3,3,3,"KSh 50,000",House,Rent
Karen Nairobi,3,3,3,"KSh 200,000",House,Rent
Nyayo Highrise Nairobi,1,1,1,"KSh 7,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 75,000",Apartment,Rent
"Mlolongo behind Quickmark, Mlolongo Nairobi",1,1,1,"KSh 6,000",Apartment,Rent
Kasarani Nairobi,3,2,2,"KSh 25,000",House,Rent
Fedha Estate Fedha Nairobi,1,1,1,"KSh 11,000",House,Rent
Lavington Nairobi,beds,baths,Toilets,"KSh 750,000",Other,Rent
"close to Garden City Mall, Ngumba Estate Kasarani Nairobi",1,1,1,"KSh 12,000",House,Rent
Karen Nairobi,2,2,2,"KSh 45,000",House,Rent
Roysambu Nairobi,2,1,1,"KSh 20,000",Apartment,Rent
Muthaiga Nairobi,3,3,3,"KSh 100,000",Apartment,Rent
Muthaiga Nairobi,4,4,4,"KSh 130,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 80,000",Apartment,Rent
Redhill Nairobi,4,4,4,"KSh 140,000",House,Rent
Jabavu road Hurlingham Nairobi,1,1,1,"KSh 20,000",Apartment,Rent
Near police station Ruai Nairobi,2,2,1,"KSh 12,000",House,Rent
"Off langata Road, Langata Area Langata Nairobi",beds,1,1,"KSh 6,000",Apartment,Rent
Lavington Nairobi,5,5,5,"KSh 820,000",House,Rent
"Thindigua, Kiambu Road Kiambu Road Nairobi",1,1,1,"KSh 7,000",Apartment,Rent
Karen Nairobi,5,5,5,"KSh 350,000",House,Rent
Riara road Kilimani Nairobi,2,3,3,"KSh 30,000",House,Rent
Kangemi Nairobi,2,2,2,"KSh 14,000",House,Rent
Riara road Kilimani Nairobi,2,3,3,"KSh 30,000",House,Rent
South B Nairobi,2,2,0,"KSh 25,000",House,Rent
Riara road Kilimani Nairobi,3,4,4,"KSh 40,000",House,Rent
Syokimau Nairobi,2,2,0,"KSh 18,000",House,Rent
Kileleshwa Nairobi,4,4,4,"KSh 160,000",Apartment,Rent
Syokimau Nairobi,3,3,3,"KSh 26,000",House,Rent
Dennis Pritt road Kilimani Nairobi,3,4,4,"KSh 40,000",House,Rent
Kilimani Nairobi,4,4,4,"KSh 275,000",House,Rent
"Wood Avenue, Kilimani Nairobi",1,1,1,"KSh 10,000",Apartment,Rent
Westlands Nairobi,4,4,4,"KSh 260,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 140,000",Apartment,Rent
Parklands Highridge Nairobi,1,1,1,"KSh 10,000",House,Rent
South B Nairobi,1,1,1,"KSh 16,000",Apartment,Rent
Nairobi South Nairobi,1,1,1,"KSh 10,000",House,Rent
South B Nairobi,1,1,1,"KSh 8,500",Apartment,Rent
Kangemi Nairobi,1,1,1,"KSh 11,000",Apartment,Rent
Kangemi Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
Syokimau Nairobi,1,1,1,"KSh 13,000",Apartment,Rent
Syokimau Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
Parkland Nairobi,2,2,2,"KSh 22,000",House,Rent
Lavington Nairobi,5,5,5,"KSh 300,000",House,Rent
Fedha Estate gate B Fedha Nairobi,1,1,1,"KSh 6,000",House,Rent
Lavington Nairobi,4,4,4,"KSh 250,000",House,Rent
Near naivas supermarket Donholm Nairobi,3,2,1,"KSh 22,000",House,Rent
"Ngumo Estate Golf course, Ngumo Estate Langata Nairobi",1,1,1,"KSh 12,000",House,Rent
"Lumumba drive, Roysambu Nairobi",1,1,1,"KSh 10,000",House,Rent
"School lane, Westlands Area Westlands Nairobi",beds,1,1,"KSh 7,500",Apartment,Rent
"behind Naivas Mountain Mall, Ruaraka Ruaraka Nairobi",2,2,2,"KSh 24,000",House,Rent
"Marurui Thome, Marurui Roysambu Nairobi",2,2,2,"KSh 17,000",House,Rent
South B Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
Ngara Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
Chai road Pangani Nairobi,beds,1,1,"KSh 6,500",Apartment,Rent
Utawala Nairobi,1,1,1,"KSh 10,000",House,Rent
Fig tree Ngara Nairobi,1,1,1,"KSh 7,000",House,Rent
Syokimau Nairobi,2,2,2,"KSh 40,000",Apartment,Rent
Westlands Nairobi,3,3,3,"KSh 150,000",Apartment,Rent
"Lower Kabete Road, Kitisuru Nairobi",2,2,2,"KSh 40,000",Apartment,Rent
Kahawa Sukari Nairobi,2,3,3,"KSh 37,000",House,Rent
Ruai Nairobi,2,1,1,"KSh 15,000",House,Rent
Syokimau Nairobi,2,1,1,"KSh 15,000",House,Rent
"Westlands Center, Waiyaki Way Westlands Nairobi",0,1,1,"KSh 7,000",Apartment,Rent
Highridge Nairobi,2,2,2,"KSh 18,000",House,Rent
Pangani Nairobi,2,2,2,"KSh 18,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 5,500",House,Rent
Roysambu Nairobi,1,1,1,"KSh 5,500",House,Rent
Roysambu Nairobi,2,2,2,"KSh 18,000",House,Rent
Mihango Nairobi,1,1,1,"KSh 9,000",House,Rent
South B Nairobi,1,1,1,"KSh 5,000",House,Rent
Imara Daima Nairobi,0,1,1,"KSh 6,000",Apartment,Rent
Utawala Nairobi,2,2,2,"KSh 15,000",House,Rent
Utawala Estate Utawala Nairobi,1,1,1,"KSh 8,000",House,Rent
Roysambu Nairobi,0,1,1,"KSh 6,000",Apartment,Rent
"Zimmerman area, Zimmerman Nairobi",3,1,1,"KSh 20,000",House,Rent
"Buruburu estate phase 3, Buruburu Nairobi",2,1,1,"KSh 16,000",House,Rent
Komarock Nairobi,2,2,2,"KSh 18,000",House,Rent
Buruburu Nairobi,2,2,2,"KSh 18,000",House,Rent
Riverside Nairobi,5,5,5,"KSh 260,000",House,Rent
Kitisuru Nairobi,1,1,1,"KSh 80,000",House,Rent
Runda Nairobi,5,5,5,"KSh 250,000",House,Rent
Runda Nairobi,5,5,5,"KSh 490,000",House,Rent
Kiambu Road Nairobi,5,5,5,"KSh 600,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 20,000",Apartment,Rent
Loresho Nairobi,1,1,1,"KSh 160,000",House,Rent
Muthaiga Nairobi,2,2,2,"KSh 100,000",House,Rent
"Mugumoini langata, Mugumo Ini (langata) Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
Imara Daima Nairobi,1,1,1,"KSh 12,000",Apartment,Rent
Westlands Nairobi,3,3,3,"KSh 250,000",Apartment,Rent
Gigiri Nairobi,3,3,3,"KSh 30,000",House,Rent
Gigiri Nairobi,3,3,3,"KSh 30,000",House,Rent
Brookside Westlands Nairobi,2,2,2,"KSh 120,000",Apartment,Rent
"Madaraka Estate, Madaraka Langata Nairobi",2,1,1,"KSh 16,000",House,Rent
Kahawa Wendani Nairobi,2,1,1,"KSh 15,000",House,Rent
"gatundu road, Kileleshwa Nairobi",4,4,4,"KSh 160,000",Apartment,Rent
Gigiri Nairobi,5,5,5,"KSh 350,000",Apartment,Rent
"Near getrude, Nairobi West Nairobi",2,2,2,"KSh 20,000",House,Rent
"School lane, Westlands Area Westlands Nairobi",2,2,2,"KSh 95,000",Apartment,Rent
"School lane, Westlands Area Westlands Nairobi",1,1,1,"KSh 75,000",Apartment,Rent
Kangemi Nairobi,1,1,1,"KSh 6,000",House,Rent
Donholm Nairobi,2,2,2,"KSh 12,000",Apartment,Rent
Runda Nairobi,5,5,5,"KSh 250,000",House,Rent
Kangemi Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Fedha Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 130,000",Apartment,Rent
Fedha Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Kilimani Nairobi,2,2,Toilets,"KSh 100,000",Apartment,Rent
Kawangware Dagoretti North Nairobi,1,1,1,"KSh 9,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 90,000",Apartment,Rent
Buruburu Nairobi,1,1,1,"KSh 9,000",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 80,000",Apartment,Rent
Kilimani Nairobi,1,1,1,"KSh 55,000",Apartment,Rent
Donholm Nairobi,1,1,1,"KSh 9,000",House,Rent
"Kasuku center, Kileleshwa Nairobi",1,1,1,"KSh 18,000",House,Rent
Dam estate Langata Nairobi,2,2,2,"KSh 17,000",House,Rent
ngong road Kilimani Nairobi,3,3,2,"KSh 65,000",Apartment,Rent
"Dam estate, Langata Area Langata Nairobi",1,1,1,"KSh 10,000",House,Rent
Peponi Nairobi,2,2,2,"KSh 250,000",Apartment,Rent
Utawala Nairobi,2,2,2,"KSh 18,000",House,Rent
Parklands Nairobi,1,1,1,"KSh 15,500",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
Madaraka Nairobi,2,2,2,"KSh 22,000",House,Rent
Thika Road Thika Road Nairobi,1,1,1,"KSh 8,500",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 9,000",House,Rent
Ridgeways Ridgeways Nairobi,2,2,2,"KSh 30,000",House,Rent
Donholm Nairobi,2,2,2,"KSh 25,000",House,Rent
Fedha Nairobi,2,2,2,"KSh 22,000",House,Rent
Ngumba Estate Kasarani Nairobi,1,1,1,"KSh 10,000",House,Rent
Lavington Nairobi,4,4,4,"KSh 220,220",House,Rent
Jamhuri Nairobi,2,2,2,"KSh 22,000",House,Rent
Lavington Nairobi,beds,1,1,"KSh 50,000",Apartment,Rent
Eastleigh South Nairobi,1,1,1,"KSh 6,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 6,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 12,000",House,Rent
Parklands Nairobi,beds,baths,Toilets,"KSh 651,000",Other,Rent
Jamhuri Nairobi,2,2,2,"KSh 18,000",House,Rent
Nairobi West Nairobi,2,2,2,"KSh 22,000",House,Rent
Ruaka Nairobi,1,1,1,"KSh 9,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 95,000",Apartment,Rent
Ngara Nairobi,1,1,1,"KSh 6,000",House,Rent
yaya Road Kilimani Nairobi,2,1,1,"KSh 50,000",Apartment,Rent
South C Moguya court South C Nairobi,1,1,1,"KSh 8,000",House,Rent
Kahawa West Nairobi,1,1,1,"KSh 8,500",House,Rent
Mirema Nairobi,1,1,1,"KSh 8,500",House,Rent
Fedlha estate Embakasi Fedha Nairobi,1,1,1,"KSh 7,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
"kahawa sukari estate, Kahawa Sukari Nairobi",1,1,1,"KSh 7,000",House,Rent
"satelite, Riruta Satellite Nairobi",1,1,1,"KSh 9,000",House,Rent
Utawala Nairobi,2,2,2,"KSh 16,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 9,000",House,Rent
Woodley Kenyatta Golf Course Nairobi,2,2,2,"KSh 18,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 5,500",House,Rent
"Mountain View Estate, Mountain View Nairobi",1,1,1,"KSh 7,000",Apartment,Rent
"Madaraka estate, Makadara Nairobi",2,2,2,"KSh 22,000",House,Rent
"kodi road, Nairobi West Nairobi",1,1,1,"KSh 13,000",House,Rent
"katani road, Syokimau Nairobi",3,3,2,"KSh 23,000",House,Rent
"bypass kamakis, Nairobi Cbd Nairobi",1,1,1,"KSh 12,000",House,Rent
"Donholm estate, Donholm Nairobi",1,1,1,"KSh 10,000",House,Rent
Kitisuru Nairobi,2,2,2,"KSh 17,000",House,Rent
ICIPE Mwiki Kasarani Nairobi,1,1,1,"KSh 9,000",House,Rent
Kahawa West Nairobi,3,2,2,"KSh 25,000",House,Rent
"Balozi estate, South B Nairobi",2,2,2,"KSh 25,000",House,Rent
Westlands Area Westlands Nairobi,1,1,1,"KSh 175,000",Apartment,Rent
"close to Ruai Family Hospital, Ruai Kasarani Nairobi",2,2,2,"KSh 14,000",House,Rent
Karen Nairobi,5,5,5,"KSh 750,000",House,Rent
"Kasarani Icipe, Kasarani Area Kasarani Nairobi",1,1,1,"KSh 12,000",House,Rent
Kileleshwa Nairobi,0,1,1,"KSh 95,000",Apartment,Rent
Westlands Nairobi,3,3,3,"KSh 250,000",Apartment,Rent
Runda Nairobi,5,5,5,"KSh 250,000",House,Rent
Runda Nairobi,5,5,5,"KSh 300,000",House,Rent
"KENYATTA MARKET, Woodley Kenyatta Golf Course Nairobi",1,1,1,"KSh 7,500",Apartment,Rent
"OLE SHAPARA, South C Nairobi",1,1,1,"KSh 16,000",Apartment,Rent
Buruburu Nairobi,1,1,1,"KSh 12,000",House,Rent
"Wood Avenue, Kilimani Nairobi",1,1,1,"KSh 22,000",Apartment,Rent
Westlands Nairobi,2,2,2,"KSh 28,000",House,Rent
Kilimani Nairobi,3,3,3,"KSh 120,000",Apartment,Rent
Buruburu Nairobi,3,3,3,"KSh 28,000",House,Rent
Buruburu Nairobi,2,2,2,"KSh 18,000",House,Rent
"close to Gateway Mall, Syokimau Nairobi",2,2,2,"KSh 18,000",House,Rent
"1st avenue, Parklands Nairobi",1,1,1,"KSh 17,000",Apartment,Rent
Garden Estate Nairobi,1,1,1,"KSh 12,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 130,000",Apartment,Rent
Westlands Nairobi,1,1,1,"KSh 18,000",Apartment,Rent
Kileleshwa Nairobi,4,4,4,"KSh 160,000",Apartment,Rent
Westlands Nairobi,1,1,1,"KSh 10,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 13,000",Apartment,Rent
Kilimani Nairobi,3,3,3,"KSh 35,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
Roysambu Area Roysambu Nairobi,1,1,1,"KSh 7,000",Apartment,Rent
Loresho Nairobi,4,4,4,"KSh 735,000",House,Rent
Westlands Nairobi,4,4,4,"KSh 350,000",House,Rent
Lavington Nairobi,2,2,2,"KSh 25,000",House,Rent
Lavington Nairobi,2,2,2,"KSh 200,000",Apartment,Rent
Dagoretti Corner Dagoretti South Nairobi,1,1,1,"KSh 9,000",House,Rent
Donholm Nairobi,3,2,2,"KSh 24,000",House,Rent
Karen Nairobi,7,7,7,"KSh 750,000",House,Rent
Lavington Nairobi,5,5,5,"KSh 380,000",House,Rent
Westlands Nairobi,2,2,2,"KSh 200,000",Apartment,Rent
Ruaka Nairobi,1,1,1,"KSh 13,000",House,Rent
Kyuna Westlands Nairobi,5,5,5,"KSh 525,000",House,Rent
Lavington Nairobi,3,3,3,"KSh 180,000",Apartment,Rent
Kilimani Nairobi,3,3,3,"KSh 110,000",House,Rent
Westlands Nairobi,2,2,2,"KSh 150,000",Apartment,Rent
Westlands Nairobi,5,5,5,"KSh 330,000",House,Rent
Kahawa Wendani Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
Westlands Nairobi,4,4,4,"KSh 300,000",House,Rent
Runda Nairobi,5,5,5,"KSh 750,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 11,500",House,Rent
Riverside Nairobi,4,4,4,"KSh 250,000",House,Rent
Thika Road Nairobi,2,2,2,"KSh 16,000",House,Rent
Jamhuri Nairobi,3,3,3,"KSh 25,000",House,Rent
Kangemi Nairobi,1,1,1,"KSh 10,000",House,Rent
Westlands Nairobi,2,2,2,"KSh 25,000",House,Rent
South C Nairobi,3,3,3,"KSh 35,000",House,Rent
Umoja Nairobi,3,3,3,"KSh 25,000",House,Rent
Utawala Nairobi,3,3,3,"KSh 25,000",House,Rent
Muhoho road South C Nairobi,1,1,1,"KSh 10,000",House,Rent
Muhoho road South C Nairobi,2,3,3,"KSh 20,000",House,Rent
Popo road South C Nairobi,3,4,4,"KSh 30,000",House,Rent
Popo road South C Nairobi,3,4,4,"KSh 30,000",House,Rent
Buruburu phase 5 Buruburu Nairobi,1,1,1,"KSh 10,000",House,Rent
"Plains view road, South B Nairobi",3,4,4,"KSh 30,000",House,Rent
"Plains view road, South B Nairobi",2,3,3,"KSh 20,000",House,Rent
"Plains view road, South B Nairobi",1,1,1,"KSh 10,000",House,Rent
"Eastern bypass, Utawala Nairobi",1,1,1,"KSh 10,000",House,Rent
Eastern bypass Utawala Nairobi,2,3,3,"KSh 15,000",House,Rent
"Eastern bypass, Utawala Nairobi",3,4,4,"KSh 20,000",House,Rent
Mombasa road Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
Mombasa road Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
"Savannah road, Donholm Nairobi",1,1,1,"KSh 10,000",House,Rent
"Savannah road, Donholm Nairobi",2,3,3,"KSh 20,000",House,Rent
"Savannah road, Donholm Nairobi",2,3,3,"KSh 20,000",House,Rent
Mombasa road Imara Daima Nairobi,2,3,3,"KSh 20,000",House,Rent
Mombasa road Imara Daima Nairobi,3,4,4,"KSh 30,000",House,Rent
Mombasa road Imara Daima Nairobi,3,4,4,"KSh 30,000",House,Rent
Nairobi West Nairobi,1,1,1,"KSh 7,500",House,Rent
Langata Nairobi,2,2,2,"KSh 25,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 7,500",House,Rent
Ruaraka Nairobi,1,1,1,"KSh 8,000",House,Rent
Langata Nairobi,1,1,1,"KSh 17,000",Apartment,Rent
Langata Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
Ngara Nairobi,1,1,1,"KSh 12,000",House,Rent
Mountain View Nairobi,1,1,1,"KSh 17,000",Apartment,Rent
Mountain View Nairobi,1,1,1,"KSh 8,500",Apartment,Rent
Nairobi Central Nairobi,1,1,1,"KSh 15,000",House,Rent
Gate B Fedha Nairobi,3,2,1,"KSh 25,000",House,Rent
Ruaka Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
St Mary's Langata Area Langata Nairobi,2,2,1,"KSh 18,000",House,Rent
Redhill Nairobi,2,2,2,"KSh 255,000",Apartment,Rent
Nairobi West Nairobi,1,1,1,"KSh 15,000",House,Rent
Mountain View Nairobi,1,1,1,"KSh 10,000",House,Rent
Imara Estate Imara Daima Nairobi,3,2,1,"KSh 18,000",House,Rent
Imara Estate Imara Daima Nairobi,2,2,1,"KSh 14,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 5,500",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 7,000",House,Rent
"Near naivas supermarket, Donholm Nairobi",1,1,1,"KSh 10,000",House,Rent
Ngara Nairobi,1,1,1,"KSh 7,500",Apartment,Rent
Westlands Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
Roysambu Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
Kahawa Sukari Nairobi,2,2,2,"KSh 20,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
DONHOLM NAIVAS Donholm Nairobi,2,2,2,"KSh 17,000",Apartment,Rent
Kiambu Road Nairobi,4,4,4,"KSh 120,000",Other,Rent
Ruaraka Ruaraka Nairobi,1,1,1,"KSh 7,000",House,Rent
Kileleshwa Nairobi,3,3,3,"KSh 300,000",Apartment,Rent
Donholm Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
EQUITY Kasarani Nairobi,1,1,1,"KSh 6,500",Apartment,Rent
Ruaka Nairobi,1,1,1,"KSh 7,000",House,Rent
Loresho Nairobi,4,4,4,"KSh 300,000",House,Rent
Loresho Nairobi,4,4,4,"KSh 400,000",House,Rent
Loresho Nairobi,6,6,6,"KSh 345,000",House,Rent
Westlands Nairobi,4,4,4,"KSh 150,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 75,000",Apartment,Rent
"OLE SHAPARA, South C Nairobi",1,1,1,"KSh 15,000",Apartment,Rent
Kahawa Sukari Nairobi,2,2,2,"KSh 18,500",House,Rent
Utawala shooters Utawala Nairobi,2,2,2,"KSh 15,009",House,Rent
Kahawa Sukari Nairobi,1,1,1,"KSh 12,000",House,Rent
Shooters Utawala Nairobi,2,2,2,"KSh 1,500",House,Rent
Kilimani Nairobi,2,2,2,"KSh 30,000",House,Rent
Nairobi West Nairobi,2,2,2,"KSh 35,000",House,Rent
Makadara Makadara Nairobi,1,1,1,"KSh 9,000",House,Rent
Syokimau Nairobi,2,1,1,"KSh 20,000",Apartment,Rent
Kilimani Nairobi,2,2,2,"KSh 170,000",Apartment,Rent
Makadara Makadara Nairobi,1,1,1,"KSh 5,000",Apartment,Rent
Ngara Nairobi,1,1,1,"KSh 5,500",Apartment,Rent
Ngumo Ngong Rd Nairobi,1,1,1,"KSh 10,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 12,000",House,Rent
Kilimani Nairobi,1,1,1,"KSh 180,000",Apartment,Rent
Nairobi West Nairobi,2,1,1,"KSh 18,000",House,Rent
Nairobi West Nairobi,1,1,1,"KSh 13,500",House,Rent
Donholm Nairobi,1,1,1,"KSh 6,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 12,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
Road c Nairobi Central Nairobi,0,0,0,"KSh 120,000",Other,Rent
Ngara Nairobi,1,1,1,"KSh 5,500",House,Rent
Roysambu Nairobi,1,1,1,"KSh 10,000",House,Rent
Pangani Nairobi,1,1,1,"KSh 6,000",House,Rent
Imara mall Imara Daima Nairobi,3,2,2,"KSh 30,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 14,000",House,Rent
Ngong Rd Nairobi,1,1,2,"KSh 12,000",House,Rent
NOMADS HOTEL Eastleigh North Nairobi,2,2,2,"KSh 21,000",Apartment,Rent
Ngong Rd Nairobi,1,1,1,"KSh 6,500",House,Rent
Katani road Syokimau Nairobi,1,1,1,"KSh 10,000",House,Rent
Adams Arcade Ngong Rd Nairobi,1,1,1,"KSh 12,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 5,000",House,Rent
Waiyaki way Westlands Area Westlands Nairobi,1,1,1,"KSh 20,000",House,Rent
Mirema Nairobi,2,2,2,"KSh 16,000",House,Rent
Waiyaki way Brookside Westlands Nairobi,3,4,4,"KSh 40,000",House,Rent
Kasarani Area Kasarani Nairobi,1,1,1,"KSh 8,500",House,Rent
Waiyaki way Westlands Nairobi,2,3,3,"KSh 30,000",House,Rent
Lucky Summer Nairobi,1,1,1,"KSh 7,000",House,Rent
Mlolongo Nairobi,1,1,1,"KSh 7,000",House,Rent
Ruaraka Ruaraka Nairobi,1,1,1,"KSh 9,000",House,Rent
Madaraka Nairobi,1,1,1,"KSh 5,500",House,Rent
Utawala Nairobi,2,2,2,"KSh 16,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 6,000",House,Rent
Umoja Nairobi,1,1,1,"KSh 8,500",House,Rent
Karen Nairobi,1,1,0,"KSh 6,000",House,Rent
Parkland Nairobi,1,1,1,"KSh 6,000",Apartment,Rent
Fedha Nairobi,1,1,1,"KSh 10,000",House,Rent
Kahawa West Nairobi,1,1,1,"KSh 5,500",House,Rent
Mirema Nairobi,1,1,0,"KSh 10,000",House,Rent
Imara Daima Nairobi,1,1,1,"KSh 10,000",House,Rent
"Around greenhouse, Ngong Rd Nairobi",1,1,1,"KSh 6,000",House,Rent
Kasarani Area Kasarani Nairobi,1,1,1,"KSh 7,000",House,Rent
Donholm Nairobi,1,1,1,"KSh 6,000",House,Rent
Ngong Rd Nairobi,1,1,1,"KSh 7,000",House,Rent
Woodley Kenyatta Golf Course Nairobi,2,2,2,"KSh 16,000",House,Rent
Posta Kangemi Nairobi,1,1,1,"KSh 4,500",House,Rent
Jamhuri Nairobi,2,2,2,"KSh 18,000",House,Rent
Makadara Makadara Nairobi,1,1,1,"KSh 6,000",House,Rent
Clay City Nairobi,1,1,1,"KSh 14,000",Apartment,Rent
Clay City Nairobi,1,1,1,"KSh 8,000",Apartment,Rent
St Mary's Langata Area Langata Nairobi,3,2,1,"KSh 40,000",House,Rent
Near police station Embakasi Central Embakasi Nairobi,1,1,1,"KSh 10,000",House,Rent
Embakasi Nairobi,2,0,0,"KSh 17,000",House,Rent
Embakasi Nairobi,1,1,1,"KSh 6,000",House,Rent
Joyland Ruaka Nairobi,2,3,2,"KSh 53,000",Apartment,Rent
Westlands Area Westlands Nairobi,2,2,2,"KSh 40,000",House,Rent
"Nyayo Estate gate B, Embakasi Nairobi",2,2,1,"KSh 15,000",House,Rent
Kahawa West Nairobi,2,2,2,"KSh 13,000",House,Rent
Kileleshwa Nairobi,1,1,1,"KSh 18,000",House,Rent
"Thika road, Kahawa Sukari Nairobi",1,1,1,"KSh 15,000",House,Rent
"Thika road, Kahawa Sukari Nairobi",2,3,3,"KSh 20,000",House,Rent
"Thika road, Kahawa Wendani Nairobi",2,3,3,"KSh 15,000",House,Rent
Thika road Kahawa Wendani Nairobi,1,1,1,"KSh 10,000",House,Rent
"Dennis Pritt road, Kilimani Nairobi",2,3,3,"KSh 30,000",House,Rent
"Dennis Pritt road, Kilimani Nairobi",1,1,1,"KSh 20,000",House,Rent
"Lower Kabete Road, Lower Kabete Westlands Nairobi",5,6,6,"KSh 600,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 5,500",House,Rent
Donholm Nairobi,1,1,1,"KSh 10,000",House,Rent
Kahawa Wendani Nairobi,1,1,1,"KSh 5,500",House,Rent
Kingara road Lavington Nairobi,1,1,1,"KSh 20,000",House,Rent
"Kingara road, Lavington Nairobi",3,4,4,"KSh 40,000",House,Rent
"Gitanga road, Lavington Nairobi",2,3,3,"KSh 30,000",House,Rent
Kahawa Wendani Nairobi,1,1,1,"KSh 9,000",House,Rent
Waiyaki way Mountain View Nairobi,2,3,3,"KSh 30,000",House,Rent
Kahawa Sukari Nairobi,3,3,3,"KSh 25,000",House,Rent
Waiyaki way Mountain View Nairobi,3,4,4,"KSh 40,000",House,Rent
Utawala Nairobi,1,1,1,"KSh 10,000",House,Rent
Upper Hill Nairobi,1,1,1,"KSh 12,000",House,Rent
Westlands Nairobi,3,3,3,"KSh 35,000",House,Rent
Umoja Nairobi,1,0,0,"KSh 7,500",House,Rent
Donholm Nairobi,2,0,0,"KSh 15,000",House,Rent
Westlands Nairobi,2,0,0,"KSh 30,000",House,Rent
Thome Nairobi,2,2,2,"KSh 15,000",House,Rent
Nairobi Central Nairobi,2,2,2,"KSh 23,000",House,Rent
Buruburu Nairobi,1,1,1,"KSh 7,000",House,Rent
Ziwani Kariokor Nairobi,1,1,1,"KSh 8,000",House,Rent
"Savannah road, Donholm Nairobi",1,1,1,"KSh 10,000",House,Rent
"Savannah road, Donholm Nairobi",2,3,3,"KSh 20,000",House,Rent
Katani road Syokimau Nairobi,3,3,3,"KSh 28,000",House,Rent
"Savannah road, Donholm Nairobi",3,4,4,"KSh 30,000",House,Rent
Eastern bypass Utawala Nairobi,3,4,4,"KSh 20,000",House,Rent
Nairobi Central Nairobi,3,3,3,"KSh 25,000",House,Rent
Eastern bypass Utawala Nairobi,2,3,3,"KSh 15,000",House,Rent
"Eastern bypass, Utawala Nairobi",1,1,1,"KSh 10,000",House,Rent
Madaraka Nairobi,2,2,2,"KSh 26,000",House,Rent
Madaraka Nairobi,1,1,1,"KSh 16,000",Apartment,Rent
Madaraka Nairobi,1,1,1,"KSh 8,500",Apartment,Rent
South B Nairobi,2,2,2,"KSh 27,000",House,Rent
Mabatini Nairobi,2,2,2,"KSh 13,000",House,Rent
South B Nairobi,1,1,1,"KSh 17,000",Apartment,Rent
South B Nairobi,1,1,1,"KSh 10,000",Apartment,Rent
